id,uuid,URL,Title,PRICE,CODE NUMBER,LOCATION,PROPERTY TYPE,TYPE,Description,Area of Land,Construction Area,Rooms,Full Bathrooms,Half Bathrooms,Parking Lot,Image URLs,Created Date,Uploaded Date
99,7343a3d4-1ea5-496f-b56e-205527c3c03a,https://remax-central.com.sv/en/properties/property-with-church-for-sale-in-juayua,Property with construction to remodel in Juayua for SALE,175000,V20-003938,Juayua,Recreational,Sale,"Property of 1,393.96 v2 for sale in Juayua with construction of catolic church of 184 m2 of construction.
It is located about 3.4 km from Juayua City and next to Finca Los Reyes.
The property is surrounded by great nature and it can be used and remodel for country home, restaurant, hostal, etc.
It has 2 rooms, 1 bathroom and large living room.
It's a great oportunity for investment.FacebookTwitterEnviarPrintWhatsapp",1393.96,184.01,,,,,"['https://remax-central.com.sv/storage/properties/o84fjb7kkIom5qLHllfT-large.png', 'https://remax-central.com.sv/storage/properties/i5UiHf5PsW4goYQCANsM-large.png', 'https://remax-central.com.sv/storage/properties/44chBesvys1auOUJ4Py2-large.png', 'https://remax-central.com.sv/storage/properties/odm0KUGibbcQjVZaihm9-large.png', 'https://remax-central.com.sv/storage/properties/2UMsXe7kNymrNt0Gcc1K-large.png', 'https://remax-central.com.sv/storage/properties/d9WVFMktUwTmsRdB07Ur-large.png']",2024-10-26 17:30:38,2024-10-26 17:30:38
100,0542073f-f499-4216-9273-c437a4913212,https://remax-central.com.sv/en/properties/house-for-sale-in-alameda-roosevelt-and-37-av-norte,"House for sale in Colonia Flor Blanca, Alameda Roosevelt and 37 Av. Norte",350000,V07-004004,Alameda Roosevelt,Commercial,Sale,"Strategic Commercial Investment a few steps from Alameda Roosevelt

We present an excellent investment opportunity in a property of 639.70 Square Varas, ideal to transform into the business you have always dreamed of. Located just 10 meters from Alameda Roosevelt, this property has the following key features:

3 Spacious Rooms: Perfect to adapt to offices, offices or work areas.
Open Spaces: They facilitate a flexible distribution for different commercial or office uses.
Large Kitchen: Ideal for employees.
Service Area: Offers additional space for storage or maintenance.
Garden: A green area that can be transformed into an attractive outdoor space for clients or employees.
6 Parking spaces: Ample parking space, a great plus in such a central location.
The property is located in an area with high visibility and traffic, close to schools, restaurants, banks and other services, which makes it a strategic place to attract clients and offer services.

Don't miss the opportunity to acquire this property with exceptional commercial potential! Contact us for more information and to coordinate a visit.FacebookTwitterEnviarPrintWhatsapp",639.7,,3,3,1,,"['https://remax-central.com.sv/storage/properties/DBfKhtm9ZtrKWqrPfXpa-large.png', 'https://remax-central.com.sv/storage/properties/DReeZbna4Jv0WJciX6sk-large.png', 'https://remax-central.com.sv/storage/properties/bOlx4lNmiiKyLaYHreUf-large.png', 'https://remax-central.com.sv/storage/properties/2dZkwOaxqoJqUgeflJ61-large.png', 'https://remax-central.com.sv/storage/properties/9q8rzrGpEY1WDUg7c4RM-large.png', 'https://remax-central.com.sv/storage/properties/edxknwrNpCs5mM2MkTBR-large.png', 'https://remax-central.com.sv/storage/properties/rHw6QN359ywGqavuRFbr-large.png', 'https://remax-central.com.sv/storage/properties/E431AnTcjAGq5rwq9aR6-large.png', 'https://remax-central.com.sv/storage/properties/g85DDBrOz7Sfv06JDRjc-large.png', 'https://remax-central.com.sv/storage/properties/JlkG1j6B6EZrmMzweIG9-large.png']",2024-10-26 17:30:42,2024-10-26 17:30:42
101,e0d4b043-d169-4bfa-a0d3-8508f17cca58,https://remax-central.com.sv/en/properties/apartment-for-rent-nuva112-9th-level-2/a,APARTMENT FOR RENT NUVA112 9th LEVEL,1300,A01-004005,Santa Tecla,Residential,Rent,"The apartment is located on the  9th level of Building A, with a view to Santa Tecla. The space combines the terrace with the living room, the dining room and the kitchen, creating a spacious and well integrated space. It has a master room with large windows, closet and bathroom. It also has air conditioning throughout the apartment two bedrooms with closet and common bathroom. To perform housework, it has an area for washing, with space for washing machine, dryer and bathroom.

Nuva 112 is a lifestyle that connects. Everything is one step away. Living in NUVA 112 gives you the advantage of having accessible shopping centers, super markets, markets, schools, universities, hospitals, gas stations and much more, that will facilitate your day to day.

Enjoy incredible amenities within your own apartment complex. Going for a run in your own Jogging Track, having a business meeting with your partners in the Bussines Lounge or simply relaxing at the pool, are some of the things you can do inside NUVA 112.
.FacebookTwitterEnviarPrintWhatsapp",135.2,95,3,3,1,2,"['https://remax-central.com.sv/storage/properties/CwzTc0y622AH2NpNTpkl-large.png', 'https://remax-central.com.sv/storage/properties/PMXvofC5OoNNjyoPnHBd-large.png', 'https://remax-central.com.sv/storage/properties/vBQtDZfpIMGRvt81ewlg-large.png', 'https://remax-central.com.sv/storage/properties/Zz2iiIPtPWGccr72OvbL-large.png', 'https://remax-central.com.sv/storage/properties/iDdxFw0R2y56cLqf1hEs-large.png', 'https://remax-central.com.sv/storage/properties/y9j9hA9b2Tlsi3lzjqD6-large.png', 'https://remax-central.com.sv/storage/properties/w6iVqRcsFZkrj16Srkae-large.png', 'https://remax-central.com.sv/storage/properties/MxiJ0i59TARae4tVvGzp-large.png', 'https://remax-central.com.sv/storage/properties/C2rCYpxUoqKrcrioyeDp-large.png']",2024-10-26 17:30:45,2024-10-26 17:30:45
102,382f637b-781d-4984-bfb8-dd1d3665491b,https://remax-central.com.sv/en/properties/offices-for-rent-in-estacion-del-casco-shopping-center/a,OFFICES FOR RENT IN ESTACION DEL CASCO SHOPPING CENTER,27 / m2,A07-003990,San Benito,Commercial,Rent,"Exclusive offices for rent on Level 3 of the Estacion del Casco Shopping Center in the accessible San Benito area. It has 1237 m2 of area divided between management offices, meeting rooms, lounge rooms, and more. In addition, there are 64 exclusive parking spaces for the premises and its exclusive entrance.FacebookTwitterEnviarPrintWhatsapp",1770,1237,1,,,64,"['https://remax-central.com.sv/storage/properties/VA9ohcETXOLUJVgbqKOE-large.png', 'https://remax-central.com.sv/storage/properties/6Ij3od2Wt4xzOo6KRlXi-large.png', 'https://remax-central.com.sv/storage/properties/4zQ66RTO9KNN6SW52yWf-large.png', 'https://remax-central.com.sv/storage/properties/IpSQy5eJXfRJHKMNkbsD-large.png', 'https://remax-central.com.sv/storage/properties/nvLpa9767u18ZuiLoN5O-large.png', 'https://remax-central.com.sv/storage/properties/Eu1pnxxx5IAcmIDi2eab-large.png', 'https://remax-central.com.sv/storage/properties/tsUxksNrUNvUT0jYYaiC-large.png', 'https://remax-central.com.sv/storage/properties/uAG0FbbbASIwnQAqGr3Y-large.png', 'https://remax-central.com.sv/storage/properties/UFNwuXK8E52qgGVswNf9-large.png']",2024-10-26 17:30:48,2024-10-26 17:30:48
103,702cd9d5-0c82-42ae-9cac-799a62e82760,https://remax-central.com.sv/en/properties/for-rent-apto-condominio-cayaguanca-level-2-48b/a,FOR RENT APTO CONDOMINIO CAYAGUANCA LEVEL 2  #48B,325,A01-003989,Metropolis/zacamil,Residential,Rent,"The apartment located in the Cayaguanca Condominium is located in a private residential area on Old Zacamil Street between Constitución Boulevard and Bernal Avenue.
The completely private condominium with security.
Inside the apartment we have two bedrooms, a dining room, an internal covered terrace and a small space with a sink, clothesline and connection for a washing machine.
It has a parking space located on the first level (common parking).
A cozy, fresh, updated apartment with all the necessary spaces to livecomfy  in central  San Salvador.FacebookTwitterEnviarPrintWhatsapp",26,26,2,,,1,"['https://remax-central.com.sv/storage/properties/fJ8ic2hgXFhWkHNeCX2n-large.png', 'https://remax-central.com.sv/storage/properties/n1Nw4k8AernAhDXoTX11-large.png', 'https://remax-central.com.sv/storage/properties/u7Ri1IXJfaPqoc5DJVPN-large.png', 'https://remax-central.com.sv/storage/properties/vJQVIyGFAXZS8CPSTuQa-large.png', 'https://remax-central.com.sv/storage/properties/zsUtj5ofDjvgk6h4ah70-large.png', 'https://remax-central.com.sv/storage/properties/gONdu9tjOnCyCtK3LMYR-large.png']",2024-10-26 17:30:51,2024-10-26 17:30:51
104,43c87763-15cb-4bb1-a4c2-bb3d3cbbf77f,https://remax-central.com.sv/en/properties/house-for-sale-in-residential-cabo-del-sol-costa-del-sol,"HOUSE FOR SALE IN RESIDENTIAL CABO DEL SOL, COSTA DEL SOL",375000,V20-003937,Costa Del Sol,Recreational,Sale,"Enjoy living in this nice beach house, which is sold fully furnished, in a private residential area called Cabo del Sol, located at km 70 of Blvd. Costa del Sol, on the estuary side.
It has access to the beach club and a boat dock-launch in the estuary, with a hangar included to store the boat.
It is a 1000V2 lot and 196m2 of construction, with a hangar.
It has 4 bedrooms and 5 bathrooms.
It has approximately 80m2 of pool and barbecue area. In addition, it has a wood oven that will allow you to prepare your favorite food in it.
The maintenance fee is $125 per month.

Schedule your appointment now!FacebookTwitterEnviarPrintWhatsapp",1000,196,4,,,4,"['https://remax-central.com.sv/storage/properties/cMU1TpEvkqsTGyGWGBKn-large.png', 'https://remax-central.com.sv/storage/properties/HOvsvezbRVxDyQzxkx3b-large.png', 'https://remax-central.com.sv/storage/properties/k5plNwZVQp5Rh4hE0LCy-large.png', 'https://remax-central.com.sv/storage/properties/mRyRhJuNSDyJayZE3iUU-large.png', 'https://remax-central.com.sv/storage/properties/rh9aVZ6sLmgnntXFqDTA-large.png', 'https://remax-central.com.sv/storage/properties/XUlUgwCk0QzMNGgAR1vs-large.png', 'https://remax-central.com.sv/storage/properties/iQuSBaotflDJB9biBorT-large.png', 'https://remax-central.com.sv/storage/properties/rPIkDP2MAisEHicDuTcA-large.png', 'https://remax-central.com.sv/storage/properties/X5uXzTP8lBRW7qfNLn2R-large.png']",2024-10-26 17:30:54,2024-10-26 17:30:54
105,364c2910-9f32-4b47-a10c-270ec5841794,https://remax-central.com.sv/en/properties/house-in-calle-la-mascota-col-maquilishuat,HOUSE IN CALLE LA MASCOTA COL MAQUILISHUAT,1250000,V01-003971,Colonia Maquilishuat,Residential,Sale,"Located in one of the most exclusive and busiest areas of San Salvador, this corner property on Calle La Mascota offers an unparalleled opportunity for commercial use. Perfect for businesses seeking visibility and accessibility, this house combines a functional design with a privileged environment.

Strategic Location: Located on a high-traffic corner, the property guarantees maximum exposure for your business. The proximity to important communication routes and shopping centers ensures a constant flow of potential clients.

Large and Flexible Spaces: The house has a generous living room area and a large space that can be adapted according to the needs of the business. The areas are designed to offer versatility, allowing easy layout for different types of businesses.
Visibility and Accessibility: The corner facade provides exceptional visibility and direct access from two main streets. This facilitates access for clients and suppliers, making this property an ideal choice for businesses that require high exposure.

Attractive Design: The house has an attractive and modern architectural design, with high-quality finishes that reflect professionalism. The large windows and well-maintained façade provide a professional and welcoming appearance.
Infrastructure and Services: Equipped with modern infrastructure that includes air conditioning, security systems, and efficient electrical and telecommunications connections. The property is ready to operate without the need for major renovations.
Environment and Security: The area is known for its security and for being an area with great prestige. The environment is well maintained and has high-end services and shops, which complements the commercial proposal of the property.

Investment Opportunity:
This corner house on Calle La Mascota Col Maquilishuat in San Salvador represents an excellent investment opportunity for companies looking to establish themselves in a prime location. The combination of visibility, space and accessibility makes this property a highly attractive option for a variety of commercial uses.

For more information or to schedule a visit, do not hesitate to contact us. Don't miss this unique opportunity to position your business in the heart of San Salvador!FacebookTwitterEnviarPrintWhatsapp",937.4,353.57,3,3,1,2,"['https://remax-central.com.sv/storage/properties/CLFSolwzF8ntaVPcuLes-large.png', 'https://remax-central.com.sv/storage/properties/ovHAEd3QdDEJJeim4qmg-large.png', 'https://remax-central.com.sv/storage/properties/6eOjwkDfjRPnOoNzb0Xs-large.png', 'https://remax-central.com.sv/storage/properties/mp6LgTTtOdfuMkYjU2Dg-large.png', 'https://remax-central.com.sv/storage/properties/0YSzYCth5oKxUgkSMZni-large.png', 'https://remax-central.com.sv/storage/properties/eUyYMelT5fcrbPJwikKh-large.png', 'https://remax-central.com.sv/storage/properties/LzSoLTezBhw8qvYNBv42-large.png', 'https://remax-central.com.sv/storage/properties/xuDwOknSZeKbtri8QYYc-large.png']",2024-10-26 17:30:59,2024-10-26 17:30:59
106,5a40ff92-ca7a-4040-98f3-f182b9659435,https://remax-central.com.sv/en/properties/house-for-sale-114,HOUSE FOR SALE,45000,V01-003959,San Martin,Residential,Sale,"House for sale de 1 plant, it is private. It has 2 bedrooms, kitchen, 1 bathroom complete and area of laundry. The parking is common for sludge, Its near the Center Commercial Altavista, on Golden Highway. The House has been completely remodeled.FacebookTwitterEnviarPrintWhatsapp",59.45,50,2,,,,"['https://remax-central.com.sv/storage/properties/56peZyUo8Kdf1T0opiMa-large.png', 'https://remax-central.com.sv/storage/properties/L4KtNga5kDh2ww7WI36z-large.png', 'https://remax-central.com.sv/storage/properties/5JjAJLsIsY5MppsLXWtE-large.png', 'https://remax-central.com.sv/storage/properties/NnVhsXqP32pUpXQfdPKs-large.png', 'https://remax-central.com.sv/storage/properties/e4xXjWkgSenmVUsgsbje-large.png', 'https://remax-central.com.sv/storage/properties/a85eRUwHTTCZcopOAUDo-large.png', 'https://remax-central.com.sv/storage/properties/25FqLv6WunR4nFPYfwgu-large.png', 'https://remax-central.com.sv/storage/properties/apiHxH89TkfP8XcpdUZo-large.png', 'https://remax-central.com.sv/storage/properties/KNd5OPBkOrQV4Cxpw2Aj-large.png']",2024-10-26 17:31:02,2024-10-26 17:31:02
107,7d9cbc33-c351-4866-b53c-320aaac58998,https://remax-central.com.sv/en/properties/land-on-sale-at-san-pedro-perulapan,LAND ON SALE AT SAN PEDRO PERULAPAN,225000,V15-003981,Cojutepeque,Terrain,Sale,"In an area of ​​2.1617 mz, 15108.34 m2 and 21617.01 V2, just 2 km from the Urban Center and Shopping Center, in front of the Oro highway, we find this interesting land with a hilly surface, whose shape is irregular, which has vehicular access. , ideal for wineries, projects and more.FacebookTwitterEnviarPrintWhatsapp",21617.01,15108.34,,,,,"['https://remax-central.com.sv/storage/properties/7iVb91cDVPV80f0ok382-large.png', 'https://remax-central.com.sv/storage/properties/ltuvgzCZJtY2LIjJ3YNp-large.png', 'https://remax-central.com.sv/storage/properties/1nwNYM7q2ZNOOMMA0eKF-large.png', 'https://remax-central.com.sv/storage/properties/QxRzmmd5HtD5Yz9H0LKz-large.png', 'https://remax-central.com.sv/storage/properties/nPH0NmgXHFPyfxqWM2HP-large.png', 'https://remax-central.com.sv/storage/properties/LQVOHLFiCDCzJ5oBV0V3-large.png', 'https://remax-central.com.sv/storage/properties/drL4JHOvGR2GjvRlE63z-large.png', 'https://remax-central.com.sv/storage/properties/qMXzCMAOjp8Muwohe6jL-large.png']",2024-10-26 17:31:05,2024-10-26 17:31:05
108,db28d380-e485-495d-bd6f-a4413422d5ba,https://remax-central.com.sv/en/properties/office-for-rent-in-colonia-utila-1/a,Office two for rent in Colonia Utila,600,A07-003951,Santa Tecla,Commercial,Rent,"Modern semi-furnished office for rent in Colonia Utila, Monthly rental fee $600 plus VAT, for 2 people max. Including water, electricity and reception service.
Located a few steps from accessibility to public transportation and with extensive connectivity through South Boulevard and Pan-American Highway.FacebookTwitterEnviarPrintWhatsapp",28,20,1,,,,"['https://remax-central.com.sv/storage/properties/8YlMpTW6KW14Ra5DKOKS-large.png', 'https://remax-central.com.sv/storage/properties/CtbLmYwMVtdaY6tSE6nA-large.png', 'https://remax-central.com.sv/storage/properties/1od9oXD2OaI2M1MtGeRW-large.png', 'https://remax-central.com.sv/storage/properties/yLTgrRHgg1SUGq83jcQR-large.png']",2024-10-26 17:31:08,2024-10-26 17:31:08
109,7fe340c6-9a41-45c4-b8a7-32cc287ad2ae,https://remax-central.com.sv/en/properties/office-for-rent-in-colonia-utila/a,Office one for rent in Colonia Utila,600,A07-003941,Santa Tecla,Commercial,Rent,"Modern semi-furnished office for rent in Colonia Utila, Monthly rental fee $600 plus VAT, Including water, electricity and reception service.
Located a few steps from accessibility to public transportation and with extensive connectivity through South Boulevard and Pan-American Highway.FacebookTwitterEnviarPrintWhatsapp",28,20,1,,,,"['https://remax-central.com.sv/storage/properties/NgLdib9SIGutDRHaeEdY-large.png', 'https://remax-central.com.sv/storage/properties/hlKrY1OInONSxLulxvxu-large.png', 'https://remax-central.com.sv/storage/properties/HXrcdudDH2HZKz6ajB89-large.png', 'https://remax-central.com.sv/storage/properties/XEx9uRiKblOioRht1P9V-large.png', 'https://remax-central.com.sv/storage/properties/s8Rea2mfqqlbpsNdjrzB-large.png', 'https://remax-central.com.sv/storage/properties/C01daQKNCbKhhKLGj0fD-large.png', 'https://remax-central.com.sv/storage/properties/8B85kv5v2bM9G4kRMC9B-large.png']",2024-10-26 17:31:10,2024-10-26 17:31:10
110,bbb413ae-eb73-443b-87be-10d1f2254aa3,https://remax-central.com.sv/en/properties/space-for-rent-plaza-santa-monica-la-union/a,SPACE FOR RENT PLAZA SANTA MONICA (LA UNION),800,A07-003976,Conchagua,Commercial,Rent,"Entering the department of the Union on the Pan-American Highway we will have a new Santa Monica Shopping Plaza, which will find very representative brands from our country and foreigners.
It will have 32 premises of 33.61M2 located on two levels, the first level for commercial use and the second level for offices, clinics, etc.
We will also have a large two-level premises of 718.85m2 which can be used for a supermarket, hardware store, gyms, etc.
The entire shopping center will have 40 comfortably located parking spaces for all customers in the plaza.
A garden with parking on the edge of the street has been left for some franchise that wants to set up its premises independently and there will be a street that surrounds it in case they have self-service.
The department of La Union is a thriving department in full development and all its inhabitants need various services that the plaza can provide.FacebookTwitterEnviarPrintWhatsapp",40,40,,,,,"['https://remax-central.com.sv/storage/properties/uBXsMDyAvgTfJgt8yWia-large.png', 'https://remax-central.com.sv/storage/properties/QxmIcpml0xFW0X8CocPh-large.png', 'https://remax-central.com.sv/storage/properties/xeCOK4sfpUxpsEbWHDv1-large.png', 'https://remax-central.com.sv/storage/properties/zAaZ1FUfYGkui0nI7SOP-large.png', 'https://remax-central.com.sv/storage/properties/pi6ARJ0qFyZNRumILFTY-large.png', 'https://remax-central.com.sv/storage/properties/NjlBCOzdrsyQ03HgSaPf-large.png']",2024-10-26 17:31:13,2024-10-26 17:31:13
111,8d0b6d30-106a-4461-b4d6-3fe31a3790c9,https://remax-central.com.sv/en/properties/lot-for-sale-in-parcelacion-california-colon-la-libertad,"LOT FOR SALE IN PARCELACION CALIFORNIA, COLON, LA LIBERTAD",45000,V15-003963,Lourdes Colon,Terrain,Sale,"Lot of 500 V2 (350M2) for sale in Parcelación California in Colón, La Libertad, near the road that leads from Sonsonate to San Salvador.

Located in a semi-rural area with significant growth potential, and very close to commercial and industrial areas, this property is ideal for educational institutions, clinics, or offices, as well as for those looking to develop a residential apartment project.

Additionally, the parcel is beginning to benefit from infrastructure and security improvements, which forecast an increase in the area's value in the medium term. This is a perfect opportunity for those looking to get ahead of the market and acquire a property with significant appreciation potential.

Don't miss out on this excellent opportunity to acquire a property with great potential in a growing area! Contact me today for more details and to schedule a visit.FacebookTwitterEnviarPrintWhatsapp",500,,,,,,"['https://remax-central.com.sv/storage/properties/Hm4R5LUAYlGmeQWJ19Cj-large.png', 'https://remax-central.com.sv/storage/properties/q5xgTfsBij1QrMVomLwY-large.png', 'https://remax-central.com.sv/storage/properties/xJXzNtLtA5ozsiJNuTkA-large.png', 'https://remax-central.com.sv/storage/properties/BPOWWbw6v4D09LlIbqea-large.png', 'https://remax-central.com.sv/storage/properties/D8qkzY6oZDaNsk9fG2nL-large.png', 'https://remax-central.com.sv/storage/properties/S9TecV5ViRPf1rx2KNlG-large.png']",2024-10-26 17:31:19,2024-10-26 17:31:19
112,57d5be78-fcb9-463f-b235-98fb5e42dfd4,https://remax-central.com.sv/en/properties/plot-of-land-5-mins-north-of-el-congo-entering-by-pan-american-highway,FOR SALE PLOT OF LAND 5 MINS NORTH OF CONGO ENTERING  BY PAN.AMERICAN HIGHWAY,74000,V15-003977,Coatepeque,Terrain,Sale,"Land located less than 5 minutes north of El Congo, the entrance is through the Pan-American highway. It consists of a workable slope and several trees. All documentation is in order for a smooth sale. Schedule your visit now!FacebookTwitterEnviarPrintWhatsapp",6029,4213,,,,,"['https://remax-central.com.sv/storage/properties/PWSJvGH7I50AobIAq61i-large.jpg', 'https://remax-central.com.sv/storage/properties/grggIl6v7BnYRqJfHvgE-large.jpg', 'https://remax-central.com.sv/storage/properties/8C7dQWyRbdn3peTYV5r7-large.jpg']",2024-10-26 17:31:21,2024-10-26 17:31:21
113,b605a3b4-29e2-42a1-8e9c-9bab170c9097,https://remax-central.com.sv/en/properties/apartment-for-sale-nuva-112,"APARTMENT FOR SALE ""NUVA 112""",232000,V01-003933,Santa Tecla,Residential,Sale,"Excellent opportunity to live or invest in modern apartment in a residential area of Santa Tecla, very close to Centro Comercial La Skina and Centro Comercial Santa Rosa.

With pleasant climate and spectacular view to Cordillera del Balsamo and Santa Tecla. 

Very illuminated spaces. 

The apartment has 2 bedrooms with closet Olins. The master bedroom has a bathroom and a small terrace with panoramic view to Cordillera del Balsamo, Santa Tecla and Volcano of San Salvador; the junior bedroom shares a full social bathroom. 

It has living room, integrated and spacious kitchen, pantry and granite top by Olins and modern lighting. 

The terrace of the living room has a nice view to the south of Santa Tecla. 

It has complete service area with bathroom, sink and laundry center. 

It has 2 parking spaces, one located in the basement and the other right at the main entrance of the building.

Nuva 112 is a modern building with elegant and functional design. Its location is excellent because it has several access roads. Its elegant rooftop has a panoramic view. 

It also has a “Co working” area, equipped gym, social area with swimming pool and is “Pet friendly”.FacebookTwitterEnviarPrintWhatsapp",100,94.95,2,2,1,2,"['https://remax-central.com.sv/storage/properties/x3pHyGlyV17bFG5tTXUg-large.png', 'https://remax-central.com.sv/storage/properties/3n36QBPou1SJXN80lU4w-large.png', 'https://remax-central.com.sv/storage/properties/ig8JrvED83Q1amy6lTSn-large.png', 'https://remax-central.com.sv/storage/properties/aCfWOnZU0VeSoEdeCxUI-large.png', 'https://remax-central.com.sv/storage/properties/ZJUhqIHtHVgeQEWAozg9-large.png', 'https://remax-central.com.sv/storage/properties/ILaFOu0nqELhurU1Lf6X-large.png', 'https://remax-central.com.sv/storage/properties/IasrXxt4bHDrFxglzStD-large.png', 'https://remax-central.com.sv/storage/properties/we2yrjxohWW5lDPuSDCU-large.png', 'https://remax-central.com.sv/storage/properties/yWO32rRThvwIMvYYXtEN-large.png', 'https://remax-central.com.sv/storage/properties/yDDSgyKxrTaFQ4EeY0ka-large.png']",2024-10-26 17:31:25,2024-10-26 17:31:25
114,4bc2a019-3ba8-49b0-be91-4653326d6cc2,https://remax-central.com.sv/en/properties/house-in-sale-la-cima,FOR SALE HOUSE IN LA CIMA,285000,V01-003960,La Cima,Residential,Sale,"House for sale in La Cima with an annex apartment:
Main house:
First level: Living room, dining room, kitchen, guest bathroom, laundry area, covered patio
Second level: 3 bedrooms, 1 bathroom, terrace, large family room, and study
Annex apartment:
First level: Living room, dining room, kitchen, laundry area, guest bathroom
Second level: 3 bedrooms, bathroom, family room, terrace
Both properties have beautiful views of San SalvadorFacebookTwitterEnviarPrintWhatsapp",430,300,3,1,1,5,"['https://remax-central.com.sv/storage/properties/Zepp0N3a7xCMKaJHk9QY-large.png', 'https://remax-central.com.sv/storage/properties/Umouj9RsMcO6NnDXnRMb-large.png', 'https://remax-central.com.sv/storage/properties/O5hK2WZPfMoas5YNeGaq-large.png', 'https://remax-central.com.sv/storage/properties/18yvDs39KDphxTqIdqPQ-large.png', 'https://remax-central.com.sv/storage/properties/0sWVoJx2okEqz4vyjNdU-large.png', 'https://remax-central.com.sv/storage/properties/WfwF2STjmMFipD6FhpnJ-large.png', 'https://remax-central.com.sv/storage/properties/juycElcPczr4mTLiOpty-large.png', 'https://remax-central.com.sv/storage/properties/R34hYLu5mCWlotJkSusi-large.png', 'https://remax-central.com.sv/storage/properties/Kl8CNwHQJ6PeyaUcwJlz-large.png', 'https://remax-central.com.sv/storage/properties/hQmLjwtYTK3eGEqbmxAw-large.png', 'https://remax-central.com.sv/storage/properties/A9dZvk7PNmy4gieVoxS3-large.png']",2024-10-26 17:31:28,2024-10-26 17:31:28
115,89497c21-d295-42f8-a515-e819fccab5c3,https://remax-central.com.sv/en/properties/two-level-building-plus-warehouse-for-sale-in-lourdes,TWO-LEVEL BUILDING PLUS WAREHOUSE FOR SALE IN LOURDES,550000,V07-003946,Lourdes Colon,Commercial,Sale,"Investment Opportunity in California Parcel, Colón
This property comprises two combined lots offering a vast total area of 1,001 square yards, with 700 square meters of construction, originally designed for institutional purposes. The building is two stories high, featuring multiple offices, a spacious warehouse, recreational areas, and service cabins, all set in a tranquil and developing environment.

Located in a semi-rural area with significant growth potential, and very close to commercial and industrial areas, this property is ideal for educational institutions, clinics, or offices, as well as for those looking to develop a residential apartment project.

Additionally, the parcel is beginning to benefit from infrastructure and security improvements, which forecast an increase in the area's value in the medium term. This is a perfect opportunity for those looking to get ahead of the market and acquire a property with significant appreciation potential.

Don't miss out on this excellent opportunity to acquire a property with great potential in a growing area! Contact me today for more details and to schedule a visit.FacebookTwitterEnviarPrintWhatsapp",1001.56,700,8,,,5,"['https://remax-central.com.sv/storage/properties/RxPjHd3ougqGkwyv5Zvp-large.png', 'https://remax-central.com.sv/storage/properties/z73qm9gRi3FOmAoDK8GS-large.png', 'https://remax-central.com.sv/storage/properties/G71JJTRr3a1m4irhAlCq-large.png', 'https://remax-central.com.sv/storage/properties/Rvy1XnZfiOpPoIAwOwT8-large.png', 'https://remax-central.com.sv/storage/properties/MxTz9bAnOPjUsxgURbdC-large.png', 'https://remax-central.com.sv/storage/properties/1wLJt01XIsUNT7vkywPN-large.png', 'https://remax-central.com.sv/storage/properties/7Of4XbP9zi7hnzM00z4Q-large.png', 'https://remax-central.com.sv/storage/properties/5k2YN1JihOAM7nsl4e73-large.png', 'https://remax-central.com.sv/storage/properties/6dldzN7sraMLRLBgnqpC-large.png', 'https://remax-central.com.sv/storage/properties/t5CZmVNj63MHzR2DWBBT-large.png', 'https://remax-central.com.sv/storage/properties/muVMU5nas1UPzToBYiza-large.png', 'https://remax-central.com.sv/storage/properties/16I3L4YVpWuuEsJkzrvB-large.png']",2024-10-26 17:31:33,2024-10-26 17:31:33
116,90c54757-c34c-4772-84b8-287c3c2b2c85,https://remax-central.com.sv/en/properties/brand-new-3-bedroom-apartment-for-sale-in-artea,Brand new 3-bedroom apartment for sale in Artea,305000,V26-003952,Nuevo Cuscatlan,Condominium,Sale,"Spacious apartment of approximately 120 m² on a 4th level with a beautiful view of the forest from the entire social area and the main room. The social area is made up of an open kitchen, dining room, living room and terrace, a private area with 3 bedrooms and three full bathrooms, laundry area, 2 covered parking spaces.
Amenities: rooftop, event room, games room, gym
The Artea complex is located in Nuevo Cuscatlán, La Libertad, an area of ​​extensive development, with immediate connectivity to the highway to Puerto de La Libertad and Santa Elena, with everything you need nearby: sports complexes, shopping centers, schools and universities.FacebookTwitterEnviarPrintWhatsapp",172,120,3,,,2,"['https://remax-central.com.sv/storage/properties/xptA2yS71W7Y0mss3arZ-large.png', 'https://remax-central.com.sv/storage/properties/onjGArK1v6AvW8xxG41F-large.png', 'https://remax-central.com.sv/storage/properties/JGH4ZGEAKw4iPJ2HmRMo-large.png', 'https://remax-central.com.sv/storage/properties/BxGBXXYzt3ffQiYH8Rk0-large.png', 'https://remax-central.com.sv/storage/properties/u9gqiormB1qKnzjYJWmg-large.png', 'https://remax-central.com.sv/storage/properties/32iXI7wTQLDlWjSYChMs-large.png', 'https://remax-central.com.sv/storage/properties/uSyGY3Uu19aRdmIz47e4-large.png', 'https://remax-central.com.sv/storage/properties/O4O1BZ9OIAQ4IzHyWVTJ-large.png', 'https://remax-central.com.sv/storage/properties/G6JMFTZsBK7eciP9JXzm-large.png', 'https://remax-central.com.sv/storage/properties/ifCvl7SmlV7cRjI8ESK9-large.png', 'https://remax-central.com.sv/storage/properties/pGbjfNyhHV7uLzxrcLnW-large.png', 'https://remax-central.com.sv/storage/properties/VuFGAOkESHkE779IgPjt-large.png', 'https://remax-central.com.sv/storage/properties/5EwV46OwiIhkSLkiIaaA-large.png']",2024-10-26 17:31:37,2024-10-26 17:31:37
