uuid,link,title,price,price_unit,phone,code_number,location,property_type,type,description,country,area_square_vara,construction_area,Bedroom,full_bathrooms,half_bathrooms,levels,parking,privacy,img_src,created_at,updated_at,deleted_at,previous_price
4188e893-0cb2-4e15-95f4-de992736b304,https://remax-central.com.sv/en/properties/offices-for-rent-in-estacion-del-casco-shopping-center/a,OFFICES FOR RENT IN ESTACION DEL CASCO SHOPPING CENTER,27,,,A07-003990,San Benito,Commercial,Rent,"Exclusive offices for rent on Level 3 of the Estacion del Casco Shopping Center in the accessible San Benito area. It has 1237 m2 of area divided between management offices, meeting rooms, lounge rooms, and more. In addition, there are 64 exclusive parking spaces for the premises and its exclusive entrance.",El Salvador,1770,1237,1,8,,1,64,,"['https://remax-central.com.sv/storage/properties/VA9ohcETXOLUJVgbqKOE-large.png', 'https://remax-central.com.sv/storage/properties/6Ij3od2Wt4xzOo6KRlXi-large.png', 'https://remax-central.com.sv/storage/properties/4zQ66RTO9KNN6SW52yWf-large.png', 'https://remax-central.com.sv/storage/properties/IpSQy5eJXfRJHKMNkbsD-large.png', 'https://remax-central.com.sv/storage/properties/nvLpa9767u18ZuiLoN5O-large.png', 'https://remax-central.com.sv/storage/properties/Eu1pnxxx5IAcmIDi2eab-large.png', 'https://remax-central.com.sv/storage/properties/tsUxksNrUNvUT0jYYaiC-large.png', 'https://remax-central.com.sv/storage/properties/uAG0FbbbASIwnQAqGr3Y-large.png', 'https://remax-central.com.sv/storage/properties/UFNwuXK8E52qgGVswNf9-large.png']",2024-10-29 16:51:43,2024-10-29 16:51:43,2024-10-29 16:51:43,
2c52b3da-f606-4a86-b9e9-447b289a0241,https://remax-central.com.sv/en/properties/for-rent-apto-condominio-cayaguanca-level-2-48b/a,FOR RENT APTO CONDOMINIO CAYAGUANCA LEVEL 2  #48B,325,,,A01-003989,Metropolis/zacamil,Residential,Rent,"The apartment located in the Cayaguanca Condominium is located in a private residential area on Old Zacamil Street between Constitución Boulevard and Bernal Avenue.
The completely private condominium with security.
Inside the apartment we have two bedrooms, a dining room, an internal covered terrace and a small space with a sink, clothesline and connection for a washing machine.
It has a parking space located on the first level (common parking).
A cozy, fresh, updated apartment with all the necessary spaces to livecomfy  in central  San Salvador.",El Salvador,26,26,2,1,,1,1,Private,"['https://remax-central.com.sv/storage/properties/fJ8ic2hgXFhWkHNeCX2n-large.png', 'https://remax-central.com.sv/storage/properties/n1Nw4k8AernAhDXoTX11-large.png', 'https://remax-central.com.sv/storage/properties/u7Ri1IXJfaPqoc5DJVPN-large.png', 'https://remax-central.com.sv/storage/properties/vJQVIyGFAXZS8CPSTuQa-large.png', 'https://remax-central.com.sv/storage/properties/zsUtj5ofDjvgk6h4ah70-large.png', 'https://remax-central.com.sv/storage/properties/gONdu9tjOnCyCtK3LMYR-large.png']",2024-10-29 16:51:51,2024-10-29 16:51:51,2024-10-29 16:51:51,
761f2e0a-938d-4ed5-a974-6bd15110bcf7,https://remax-central.com.sv/en/properties/house-for-sale-in-residential-cabo-del-sol-costa-del-sol,"HOUSE FOR SALE IN RESIDENTIAL CABO DEL SOL, COSTA DEL SOL",375000,,,V20-003937,Costa Del Sol,Recreational,Sale,"Enjoy living in this nice beach house, which is sold fully furnished, in a private residential area called Cabo del Sol, located at km 70 of Blvd. Costa del Sol, on the estuary side.
It has access to the beach club and a boat dock-launch in the estuary, with a hangar included to store the boat.
It is a 1000V2 lot and 196m2 of construction, with a hangar.
It has 4 bedrooms and 5 bathrooms.
It has approximately 80m2 of pool and barbecue area. In addition, it has a wood oven that will allow you to prepare your favorite food in it.
The maintenance fee is $125 per month.

Schedule your appointment now!",El Salvador,1000,196,4,5,,,4,Private,"['https://remax-central.com.sv/storage/properties/cMU1TpEvkqsTGyGWGBKn-large.png', 'https://remax-central.com.sv/storage/properties/HOvsvezbRVxDyQzxkx3b-large.png', 'https://remax-central.com.sv/storage/properties/k5plNwZVQp5Rh4hE0LCy-large.png', 'https://remax-central.com.sv/storage/properties/mRyRhJuNSDyJayZE3iUU-large.png', 'https://remax-central.com.sv/storage/properties/rh9aVZ6sLmgnntXFqDTA-large.png', 'https://remax-central.com.sv/storage/properties/XUlUgwCk0QzMNGgAR1vs-large.png', 'https://remax-central.com.sv/storage/properties/iQuSBaotflDJB9biBorT-large.png', 'https://remax-central.com.sv/storage/properties/rPIkDP2MAisEHicDuTcA-large.png', 'https://remax-central.com.sv/storage/properties/X5uXzTP8lBRW7qfNLn2R-large.png']",2024-10-29 16:52:09,2024-10-29 16:52:09,2024-10-29 16:52:09,
a2a8aa00-f9fb-485d-963b-2fe85d773624,https://remax-central.com.sv/en/properties/house-in-calle-la-mascota-col-maquilishuat,HOUSE IN CALLE LA MASCOTA COL MAQUILISHUAT,1250000,,,V01-003971,Colonia Maquilishuat,Residential,Sale,"Located in one of the most exclusive and busiest areas of San Salvador, this corner property on Calle La Mascota offers an unparalleled opportunity for commercial use. Perfect for businesses seeking visibility and accessibility, this house combines a functional design with a privileged environment.

Strategic Location: Located on a high-traffic corner, the property guarantees maximum exposure for your business. The proximity to important communication routes and shopping centers ensures a constant flow of potential clients.

Large and Flexible Spaces: The house has a generous living room area and a large space that can be adapted according to the needs of the business. The areas are designed to offer versatility, allowing easy layout for different types of businesses.
Visibility and Accessibility: The corner facade provides exceptional visibility and direct access from two main streets. This facilitates access for clients and suppliers, making this property an ideal choice for businesses that require high exposure.

Attractive Design: The house has an attractive and modern architectural design, with high-quality finishes that reflect professionalism. The large windows and well-maintained façade provide a professional and welcoming appearance.
Infrastructure and Services: Equipped with modern infrastructure that includes air conditioning, security systems, and efficient electrical and telecommunications connections. The property is ready to operate without the need for major renovations.
Environment and Security: The area is known for its security and for being an area with great prestige. The environment is well maintained and has high-end services and shops, which complements the commercial proposal of the property.

Investment Opportunity:
This corner house on Calle La Mascota Col Maquilishuat in San Salvador represents an excellent investment opportunity for companies looking to establish themselves in a prime location. The combination of visibility, space and accessibility makes this property a highly attractive option for a variety of commercial uses.

For more information or to schedule a visit, do not hesitate to contact us. Don't miss this unique opportunity to position your business in the heart of San Salvador!",El Salvador,937.4,353.57,3,3,1,1,2,,"['https://remax-central.com.sv/storage/properties/CLFSolwzF8ntaVPcuLes-large.png', 'https://remax-central.com.sv/storage/properties/ovHAEd3QdDEJJeim4qmg-large.png', 'https://remax-central.com.sv/storage/properties/6eOjwkDfjRPnOoNzb0Xs-large.png', 'https://remax-central.com.sv/storage/properties/mp6LgTTtOdfuMkYjU2Dg-large.png', 'https://remax-central.com.sv/storage/properties/0YSzYCth5oKxUgkSMZni-large.png', 'https://remax-central.com.sv/storage/properties/eUyYMelT5fcrbPJwikKh-large.png', 'https://remax-central.com.sv/storage/properties/LzSoLTezBhw8qvYNBv42-large.png', 'https://remax-central.com.sv/storage/properties/xuDwOknSZeKbtri8QYYc-large.png']",2024-10-29 16:52:21,2024-10-29 16:52:21,2024-10-29 16:52:21,
4237b1fc-8472-40bc-8408-47da136ddb9b,https://remax-central.com.sv/en/properties/house-for-sale-114,HOUSE FOR SALE,45000,,,V01-003959,San Martin,Residential,Sale,"House for sale de 1 plant, it is private. It has 2 bedrooms, kitchen, 1 bathroom complete and area of laundry. The parking is common for sludge, Its near the Center Commercial Altavista, on Golden Highway. The House has been completely remodeled.",El Salvador,59.45,50,2,1,,1,,Private,"['https://remax-central.com.sv/storage/properties/56peZyUo8Kdf1T0opiMa-large.png', 'https://remax-central.com.sv/storage/properties/L4KtNga5kDh2ww7WI36z-large.png', 'https://remax-central.com.sv/storage/properties/5JjAJLsIsY5MppsLXWtE-large.png', 'https://remax-central.com.sv/storage/properties/NnVhsXqP32pUpXQfdPKs-large.png', 'https://remax-central.com.sv/storage/properties/e4xXjWkgSenmVUsgsbje-large.png', 'https://remax-central.com.sv/storage/properties/a85eRUwHTTCZcopOAUDo-large.png', 'https://remax-central.com.sv/storage/properties/25FqLv6WunR4nFPYfwgu-large.png', 'https://remax-central.com.sv/storage/properties/apiHxH89TkfP8XcpdUZo-large.png', 'https://remax-central.com.sv/storage/properties/KNd5OPBkOrQV4Cxpw2Aj-large.png']",2024-10-29 16:52:32,2024-10-29 16:52:32,2024-10-29 16:52:32,
a0c86258-644c-43cb-8cc2-17e2413ef241,https://remax-central.com.sv/en/properties/land-on-sale-at-san-pedro-perulapan,LAND ON SALE AT SAN PEDRO PERULAPAN,225000,,,V15-003981,Cojutepeque,Terrain,Sale,"In an area of ​​2.1617 mz, 15108.34 m2 and 21617.01 V2, just 2 km from the Urban Center and Shopping Center, in front of the Oro highway, we find this interesting land with a hilly surface, whose shape is irregular, which has vehicular access. , ideal for wineries, projects and more.",El Salvador,21617.01,15108.34,,,,,,,"['https://remax-central.com.sv/storage/properties/7iVb91cDVPV80f0ok382-large.png', 'https://remax-central.com.sv/storage/properties/ltuvgzCZJtY2LIjJ3YNp-large.png', 'https://remax-central.com.sv/storage/properties/1nwNYM7q2ZNOOMMA0eKF-large.png', 'https://remax-central.com.sv/storage/properties/QxRzmmd5HtD5Yz9H0LKz-large.png', 'https://remax-central.com.sv/storage/properties/nPH0NmgXHFPyfxqWM2HP-large.png', 'https://remax-central.com.sv/storage/properties/LQVOHLFiCDCzJ5oBV0V3-large.png', 'https://remax-central.com.sv/storage/properties/drL4JHOvGR2GjvRlE63z-large.png', 'https://remax-central.com.sv/storage/properties/qMXzCMAOjp8Muwohe6jL-large.png']",2024-10-29 16:52:48,2024-10-29 16:52:48,2024-10-29 16:52:48,
7c3c0299-73ce-41ea-8aea-fd4ae1313b91,https://remax-central.com.sv/en/properties/office-for-rent-in-colonia-utila-1/a,Office two for rent in Colonia Utila,600,,,A07-003951,Santa Tecla,Commercial,Rent,"Modern semi-furnished office for rent in Colonia Utila, Monthly rental fee $600 plus VAT, for 2 people max. Including water, electricity and reception service.
Located a few steps from accessibility to public transportation and with extensive connectivity through South Boulevard and Pan-American Highway.",El Salvador,28,20,1,1,,1,,,"['https://remax-central.com.sv/storage/properties/8YlMpTW6KW14Ra5DKOKS-large.png', 'https://remax-central.com.sv/storage/properties/CtbLmYwMVtdaY6tSE6nA-large.png', 'https://remax-central.com.sv/storage/properties/1od9oXD2OaI2M1MtGeRW-large.png', 'https://remax-central.com.sv/storage/properties/yLTgrRHgg1SUGq83jcQR-large.png']",2024-10-29 16:52:54,2024-10-29 16:52:54,2024-10-29 16:52:54,
dfd284c4-5f0a-4164-9cf0-ca60997444ab,https://remax-central.com.sv/en/properties/office-for-rent-in-colonia-utila/a,Office one for rent in Colonia Utila,600,,,A07-003941,Santa Tecla,Commercial,Rent,"Modern semi-furnished office for rent in Colonia Utila, Monthly rental fee $600 plus VAT, Including water, electricity and reception service.
Located a few steps from accessibility to public transportation and with extensive connectivity through South Boulevard and Pan-American Highway.",El Salvador,28,20,1,1,,1,,,"['https://remax-central.com.sv/storage/properties/NgLdib9SIGutDRHaeEdY-large.png', 'https://remax-central.com.sv/storage/properties/hlKrY1OInONSxLulxvxu-large.png', 'https://remax-central.com.sv/storage/properties/HXrcdudDH2HZKz6ajB89-large.png', 'https://remax-central.com.sv/storage/properties/XEx9uRiKblOioRht1P9V-large.png', 'https://remax-central.com.sv/storage/properties/s8Rea2mfqqlbpsNdjrzB-large.png', 'https://remax-central.com.sv/storage/properties/C01daQKNCbKhhKLGj0fD-large.png', 'https://remax-central.com.sv/storage/properties/8B85kv5v2bM9G4kRMC9B-large.png']",2024-10-29 16:52:59,2024-10-29 16:52:59,2024-10-29 16:52:59,
38ede59b-d14b-4da2-8f7f-f1db43de5065,https://remax-central.com.sv/en/properties/space-for-rent-plaza-santa-monica-la-union/a,SPACE FOR RENT PLAZA SANTA MONICA (LA UNION),800,,,A07-003976,Conchagua,Commercial,Rent,"Entering the department of the Union on the Pan-American Highway we will have a new Santa Monica Shopping Plaza, which will find very representative brands from our country and foreigners.
It will have 32 premises of 33.61M2 located on two levels, the first level for commercial use and the second level for offices, clinics, etc.
We will also have a large two-level premises of 718.85m2 which can be used for a supermarket, hardware store, gyms, etc.
The entire shopping center will have 40 comfortably located parking spaces for all customers in the plaza.
A garden with parking on the edge of the street has been left for some franchise that wants to set up its premises independently and there will be a street that surrounds it in case they have self-service.
The department of La Union is a thriving department in full development and all its inhabitants need various services that the plaza can provide.",El Salvador,40,40,,,,,,,"['https://remax-central.com.sv/storage/properties/uBXsMDyAvgTfJgt8yWia-large.png', 'https://remax-central.com.sv/storage/properties/QxmIcpml0xFW0X8CocPh-large.png', 'https://remax-central.com.sv/storage/properties/xeCOK4sfpUxpsEbWHDv1-large.png', 'https://remax-central.com.sv/storage/properties/zAaZ1FUfYGkui0nI7SOP-large.png', 'https://remax-central.com.sv/storage/properties/pi6ARJ0qFyZNRumILFTY-large.png', 'https://remax-central.com.sv/storage/properties/NjlBCOzdrsyQ03HgSaPf-large.png']",2024-10-29 16:53:09,2024-10-29 16:53:09,2024-10-29 16:53:09,
23a993eb-4655-4906-a683-7c8eed1fab9e,https://remax-central.com.sv/en/properties/lot-for-sale-in-parcelacion-california-colon-la-libertad,"LOT FOR SALE IN PARCELACION CALIFORNIA, COLON, LA LIBERTAD",45000,,,V15-003963,Lourdes Colon,Terrain,Sale,"Lot of 500 V2 (350M2) for sale in Parcelación California in Colón, La Libertad, near the road that leads from Sonsonate to San Salvador.

Located in a semi-rural area with significant growth potential, and very close to commercial and industrial areas, this property is ideal for educational institutions, clinics, or offices, as well as for those looking to develop a residential apartment project.

Additionally, the parcel is beginning to benefit from infrastructure and security improvements, which forecast an increase in the area's value in the medium term. This is a perfect opportunity for those looking to get ahead of the market and acquire a property with significant appreciation potential.

Don't miss out on this excellent opportunity to acquire a property with great potential in a growing area! Contact me today for more details and to schedule a visit.",El Salvador,500,,,,,,,,"['https://remax-central.com.sv/storage/properties/Hm4R5LUAYlGmeQWJ19Cj-large.png', 'https://remax-central.com.sv/storage/properties/q5xgTfsBij1QrMVomLwY-large.png', 'https://remax-central.com.sv/storage/properties/xJXzNtLtA5ozsiJNuTkA-large.png', 'https://remax-central.com.sv/storage/properties/BPOWWbw6v4D09LlIbqea-large.png', 'https://remax-central.com.sv/storage/properties/D8qkzY6oZDaNsk9fG2nL-large.png', 'https://remax-central.com.sv/storage/properties/S9TecV5ViRPf1rx2KNlG-large.png']",2024-10-29 16:53:18,2024-10-29 16:53:18,2024-10-29 16:53:18,
33a04991-a8e2-4a94-90bd-7dfaa0dbc685,https://remax-central.com.sv/en/properties/plot-of-land-5-mins-north-of-el-congo-entering-by-pan-american-highway,FOR SALE PLOT OF LAND 5 MINS NORTH OF CONGO ENTERING  BY PAN.AMERICAN HIGHWAY,74000,,,V15-003977,Coatepeque,Terrain,Sale,"Land located less than 5 minutes north of El Congo, the entrance is through the Pan-American highway. It consists of a workable slope and several trees. All documentation is in order for a smooth sale. Schedule your visit now!",El Salvador,6029,4213,,,,,,,"['https://remax-central.com.sv/storage/properties/PWSJvGH7I50AobIAq61i-large.jpg', 'https://remax-central.com.sv/storage/properties/grggIl6v7BnYRqJfHvgE-large.jpg', 'https://remax-central.com.sv/storage/properties/8C7dQWyRbdn3peTYV5r7-large.jpg']",2024-10-29 16:53:22,2024-10-29 16:53:22,2024-10-29 16:53:22,
76009fb6-f7aa-4bae-a207-339d9894e12b,https://remax-central.com.sv/en/properties/apartment-for-sale-nuva-112,"APARTMENT FOR SALE ""NUVA 112""",232000,,,V01-003933,Santa Tecla,Residential,Sale,"Excellent opportunity to live or invest in modern apartment in a residential area of Santa Tecla, very close to Centro Comercial La Skina and Centro Comercial Santa Rosa.

With pleasant climate and spectacular view to Cordillera del Balsamo and Santa Tecla. 

Very illuminated spaces. 

The apartment has 2 bedrooms with closet Olins. The master bedroom has a bathroom and a small terrace with panoramic view to Cordillera del Balsamo, Santa Tecla and Volcano of San Salvador; the junior bedroom shares a full social bathroom. 

It has living room, integrated and spacious kitchen, pantry and granite top by Olins and modern lighting. 

The terrace of the living room has a nice view to the south of Santa Tecla. 

It has complete service area with bathroom, sink and laundry center. 

It has 2 parking spaces, one located in the basement and the other right at the main entrance of the building.

Nuva 112 is a modern building with elegant and functional design. Its location is excellent because it has several access roads. Its elegant rooftop has a panoramic view. 

It also has a “Co working” area, equipped gym, social area with swimming pool and is “Pet friendly”.",El Salvador,100,94.95,2,2,1,1,2,Private,"['https://remax-central.com.sv/storage/properties/x3pHyGlyV17bFG5tTXUg-large.png', 'https://remax-central.com.sv/storage/properties/3n36QBPou1SJXN80lU4w-large.png', 'https://remax-central.com.sv/storage/properties/ig8JrvED83Q1amy6lTSn-large.png', 'https://remax-central.com.sv/storage/properties/aCfWOnZU0VeSoEdeCxUI-large.png', 'https://remax-central.com.sv/storage/properties/ZJUhqIHtHVgeQEWAozg9-large.png', 'https://remax-central.com.sv/storage/properties/ILaFOu0nqELhurU1Lf6X-large.png', 'https://remax-central.com.sv/storage/properties/IasrXxt4bHDrFxglzStD-large.png', 'https://remax-central.com.sv/storage/properties/we2yrjxohWW5lDPuSDCU-large.png', 'https://remax-central.com.sv/storage/properties/yWO32rRThvwIMvYYXtEN-large.png', 'https://remax-central.com.sv/storage/properties/yDDSgyKxrTaFQ4EeY0ka-large.png']",2024-10-29 16:53:40,2024-10-29 16:53:40,2024-10-29 16:53:40,
8421ee6d-46ee-455e-a0d6-205ace4fdf78,https://remax-central.com.sv/en/properties/house-in-sale-la-cima,FOR SALE HOUSE IN LA CIMA,285000,,,V01-003960,La Cima,Residential,Sale,"House for sale in La Cima with an annex apartment:
Main house:
First level: Living room, dining room, kitchen, guest bathroom, laundry area, covered patio
Second level: 3 bedrooms, 1 bathroom, terrace, large family room, and study
Annex apartment:
First level: Living room, dining room, kitchen, laundry area, guest bathroom
Second level: 3 bedrooms, bathroom, family room, terrace
Both properties have beautiful views of San Salvador",El Salvador,430,300,3,1,1,2,5,Private,"['https://remax-central.com.sv/storage/properties/Zepp0N3a7xCMKaJHk9QY-large.png', 'https://remax-central.com.sv/storage/properties/Umouj9RsMcO6NnDXnRMb-large.png', 'https://remax-central.com.sv/storage/properties/O5hK2WZPfMoas5YNeGaq-large.png', 'https://remax-central.com.sv/storage/properties/18yvDs39KDphxTqIdqPQ-large.png', 'https://remax-central.com.sv/storage/properties/0sWVoJx2okEqz4vyjNdU-large.png', 'https://remax-central.com.sv/storage/properties/WfwF2STjmMFipD6FhpnJ-large.png', 'https://remax-central.com.sv/storage/properties/juycElcPczr4mTLiOpty-large.png', 'https://remax-central.com.sv/storage/properties/R34hYLu5mCWlotJkSusi-large.png', 'https://remax-central.com.sv/storage/properties/Kl8CNwHQJ6PeyaUcwJlz-large.png', 'https://remax-central.com.sv/storage/properties/hQmLjwtYTK3eGEqbmxAw-large.png', 'https://remax-central.com.sv/storage/properties/A9dZvk7PNmy4gieVoxS3-large.png']",2024-10-29 16:53:54,2024-10-29 16:53:54,2024-10-29 16:53:54,
2da02e56-beae-49ad-9cc1-1e04ac588c31,https://remax-central.com.sv/en/properties/two-level-building-plus-warehouse-for-sale-in-lourdes,TWO-LEVEL BUILDING PLUS WAREHOUSE FOR SALE IN LOURDES,550000,,,V07-003946,Lourdes Colon,Commercial,Sale,"Investment Opportunity in California Parcel, Colón
This property comprises two combined lots offering a vast total area of 1,001 square yards, with 700 square meters of construction, originally designed for institutional purposes. The building is two stories high, featuring multiple offices, a spacious warehouse, recreational areas, and service cabins, all set in a tranquil and developing environment.

Located in a semi-rural area with significant growth potential, and very close to commercial and industrial areas, this property is ideal for educational institutions, clinics, or offices, as well as for those looking to develop a residential apartment project.

Additionally, the parcel is beginning to benefit from infrastructure and security improvements, which forecast an increase in the area's value in the medium term. This is a perfect opportunity for those looking to get ahead of the market and acquire a property with significant appreciation potential.

Don't miss out on this excellent opportunity to acquire a property with great potential in a growing area! Contact me today for more details and to schedule a visit.",El Salvador,1001.56,700,8,5,2,2,5,,"['https://remax-central.com.sv/storage/properties/RxPjHd3ougqGkwyv5Zvp-large.png', 'https://remax-central.com.sv/storage/properties/z73qm9gRi3FOmAoDK8GS-large.png', 'https://remax-central.com.sv/storage/properties/G71JJTRr3a1m4irhAlCq-large.png', 'https://remax-central.com.sv/storage/properties/Rvy1XnZfiOpPoIAwOwT8-large.png', 'https://remax-central.com.sv/storage/properties/MxTz9bAnOPjUsxgURbdC-large.png', 'https://remax-central.com.sv/storage/properties/1wLJt01XIsUNT7vkywPN-large.png', 'https://remax-central.com.sv/storage/properties/7Of4XbP9zi7hnzM00z4Q-large.png', 'https://remax-central.com.sv/storage/properties/5k2YN1JihOAM7nsl4e73-large.png', 'https://remax-central.com.sv/storage/properties/6dldzN7sraMLRLBgnqpC-large.png', 'https://remax-central.com.sv/storage/properties/t5CZmVNj63MHzR2DWBBT-large.png', 'https://remax-central.com.sv/storage/properties/muVMU5nas1UPzToBYiza-large.png', 'https://remax-central.com.sv/storage/properties/16I3L4YVpWuuEsJkzrvB-large.png']",2024-10-29 16:54:10,2024-10-29 16:54:10,2024-10-29 16:54:10,
9379f252-fb3f-4a8f-a300-6d3a90a4ca7f,https://remax-central.com.sv/en/properties/brand-new-3-bedroom-apartment-for-sale-in-artea,Brand new 3-bedroom apartment for sale in Artea,305000,,,V26-003952,Nuevo Cuscatlan,Condominium,Sale,"Spacious apartment of approximately 120 m² on a 4th level with a beautiful view of the forest from the entire social area and the main room. The social area is made up of an open kitchen, dining room, living room and terrace, a private area with 3 bedrooms and three full bathrooms, laundry area, 2 covered parking spaces.
Amenities: rooftop, event room, games room, gym
The Artea complex is located in Nuevo Cuscatlán, La Libertad, an area of ​​extensive development, with immediate connectivity to the highway to Puerto de La Libertad and Santa Elena, with everything you need nearby: sports complexes, shopping centers, schools and universities.",El Salvador,172,120,3,3,,1,2,Private,"['https://remax-central.com.sv/storage/properties/xptA2yS71W7Y0mss3arZ-large.png', 'https://remax-central.com.sv/storage/properties/onjGArK1v6AvW8xxG41F-large.png', 'https://remax-central.com.sv/storage/properties/JGH4ZGEAKw4iPJ2HmRMo-large.png', 'https://remax-central.com.sv/storage/properties/BxGBXXYzt3ffQiYH8Rk0-large.png', 'https://remax-central.com.sv/storage/properties/u9gqiormB1qKnzjYJWmg-large.png', 'https://remax-central.com.sv/storage/properties/32iXI7wTQLDlWjSYChMs-large.png', 'https://remax-central.com.sv/storage/properties/uSyGY3Uu19aRdmIz47e4-large.png', 'https://remax-central.com.sv/storage/properties/O4O1BZ9OIAQ4IzHyWVTJ-large.png', 'https://remax-central.com.sv/storage/properties/G6JMFTZsBK7eciP9JXzm-large.png', 'https://remax-central.com.sv/storage/properties/ifCvl7SmlV7cRjI8ESK9-large.png', 'https://remax-central.com.sv/storage/properties/pGbjfNyhHV7uLzxrcLnW-large.png', 'https://remax-central.com.sv/storage/properties/VuFGAOkESHkE779IgPjt-large.png', 'https://remax-central.com.sv/storage/properties/5EwV46OwiIhkSLkiIaaA-large.png']",2024-10-29 16:54:24,2024-10-29 16:54:24,2024-10-29 16:54:24,
8b9efc01-fa37-468b-adfe-8df3ddf73e97,https://remax-central.com.sv/en/properties/brand-new-3-bedroom-apartment-for-sale-in-artea/a,Brand new 3-bedroom apartment for sale in Artea,1850,,,A26-003952,Nuevo Cuscatlan,Condominium,Rent,"Spacious apartment of approximately 120 m² on a 4th level with a beautiful view of the forest from the entire social area and the main room. The social area is made up of an open kitchen, dining room, living room and terrace, a private area with 3 bedrooms and three full bathrooms, laundry area, 2 covered parking spaces.
Amenities: rooftop, event room, games room, gym
The Artea complex is located in Nuevo Cuscatlán, La Libertad, an area of ​​extensive development, with immediate connectivity to the highway to Puerto de La Libertad and Santa Elena, with everything you need nearby: sports complexes, shopping centers, schools and universities.",El Salvador,172,120,3,3,,1,2,Private,"['https://remax-central.com.sv/storage/properties/xptA2yS71W7Y0mss3arZ-large.png', 'https://remax-central.com.sv/storage/properties/onjGArK1v6AvW8xxG41F-large.png', 'https://remax-central.com.sv/storage/properties/JGH4ZGEAKw4iPJ2HmRMo-large.png', 'https://remax-central.com.sv/storage/properties/BxGBXXYzt3ffQiYH8Rk0-large.png', 'https://remax-central.com.sv/storage/properties/u9gqiormB1qKnzjYJWmg-large.png', 'https://remax-central.com.sv/storage/properties/32iXI7wTQLDlWjSYChMs-large.png', 'https://remax-central.com.sv/storage/properties/uSyGY3Uu19aRdmIz47e4-large.png', 'https://remax-central.com.sv/storage/properties/O4O1BZ9OIAQ4IzHyWVTJ-large.png', 'https://remax-central.com.sv/storage/properties/G6JMFTZsBK7eciP9JXzm-large.png', 'https://remax-central.com.sv/storage/properties/ifCvl7SmlV7cRjI8ESK9-large.png', 'https://remax-central.com.sv/storage/properties/pGbjfNyhHV7uLzxrcLnW-large.png', 'https://remax-central.com.sv/storage/properties/VuFGAOkESHkE779IgPjt-large.png', 'https://remax-central.com.sv/storage/properties/5EwV46OwiIhkSLkiIaaA-large.png']",2024-10-29 16:54:27,2024-10-29 16:54:27,2024-10-29 16:54:27,
